nombre_persona,cedula,edad,genero,numero_celular,gmail,vendedor,fecha_venta,valor_vehiculo,iva,valor_total
Camila Gómez,47534125,79,M,3187333006,camila.gómez@gmail.com,Vehimotors,2023-10-23,162676107.15,30908460,193584567.15
Camila Torres,34258332,52,M,3025017874,camila.torres@gmail.com,SuperAutos,2021-05-08,156427049.87,29721139,186148188.87
Andrés García,82522928,63,F,3940120714,andrés.garcía@gmail.com,MotorCity,2023-08-06,155564498.94,29557254,185121752.94
Sofía Ramírez,69819614,35,M,3293316264,sofía.ramírez@gmail.com,Vehimotors,2020-07-20,161551217.27,30694731,192245948.27
Laura García,96977798,57,F,3389264313,laura.garcía@gmail.com,SuperAutos,2023-03-11,141363738.41,26859110,168222848.41
Luis Ramírez,51715810,26,M,3732308611,luis.ramírez@gmail.com,Vehimotors,2022-06-13,40381271.0,7672441,48053712.0
Luis Torres,55342483,39,M,3373604802,luis.torres@gmail.com,Vehimotors,2023-06-18,188118115.24,35742441,223860556.24
Andrés Rodríguez,92293812,33,F,3350488701,andrés.rodríguez@gmail.com,SuperAutos,2020-11-29,69407682.84,13187459,82595141.84
Juan Moreno,13066520,20,F,3818015103,juan.moreno@gmail.com,CarrosYA,2024-11-30,72566303.2,13787597,86353900.2
María Gómez,5460187,72,M,3360234583,maría.gómez@gmail.com,SuperAutos,2020-11-23,33295330.75,6326112,39621442.75
Ana Rodríguez,39515838,76,M,3019378883,ana.rodríguez@gmail.com,MotorCity,2022-01-15,90422512.72,17180277,107602789.72
María Martínez,12165107,70,M,3829351897,maría.martínez@gmail.com,CarrosYA,2022-02-26,105028555.35,19955425,124983980.35
Sofía Moreno,60449733,40,F,3168200946,sofía.moreno@gmail.com,MotorCity,2022-03-11,110652517.49,21023978,131676495.49
Luis Gómez,7406314,36,F,3163147091,luis.gómez@gmail.com,SuperAutos,2023-02-26,75129219.66,14274551,89403770.66
Carlos Gómez,85189091,45,F,3916843965,carlos.gómez@gmail.com,CarrosYA,2024-08-03,99090132.5,18827125,117917257.5
Carlos Ramírez,67270542,75,M,3611020598,carlos.ramírez@gmail.com,MotorCity,2024-12-20,70599411.79,13413888,84013299.79
Andrés Hernández,80275711,42,F,3447103697,andrés.hernández@gmail.com,CarrosYA,2022-12-13,182903215.08,34751610,217654825.08
Juan Ramírez,70406273,76,F,3013648272,juan.ramírez@gmail.com,Vehimotors,2021-12-18,106155801.47,20169602,126325403.47
Andrés Hernández,55027011,37,M,3064391167,andrés.hernández@gmail.com,CarrosYA,2024-06-23,75585990.66,14361338,89947328.66
María Rodríguez,15310411,32,M,3759156173,maría.rodríguez@gmail.com,SuperAutos,2020-02-05,116712856.96,22175442,138888298.96
Sofía Martínez,61235819,51,M,3538641846,sofía.martínez@gmail.com,CarrosYA,2023-06-18,156474045.64,29730068,186204113.64
Sofía Hernández,40134133,80,M,3317968291,sofía.hernández@gmail.com,Vehimotors,2024-07-16,156717429.2,29776311,186493740.2
Ana López,67832474,44,M,3852972387,ana.lópez@gmail.com,Vehimotors,2020-07-06,150097626.38,28518549,178616175.38
Camila Torres,68290403,42,M,3985706740,camila.torres@gmail.com,MotorCity,2024-09-28,30922086.46,5875196,36797282.46
Ana Gómez,55919324,80,F,3830657138,ana.gómez@gmail.com,CarrosYA,2024-01-14,98210216.16,18659941,116870157.16
María Torres,39160670,28,M,3739507590,maría.torres@gmail.com,AutoCenter,2023-12-04,79493478.59,15103760,94597238.59
Luis Martínez,36014547,80,F,3768506764,luis.martínez@gmail.com,CarrosYA,2024-04-03,106583244.9,20250816,126834060.9
Carlos Hernández,45670890,55,F,3180572977,carlos.hernández@gmail.com,MotorCity,2021-07-16,72937764.93,13858175,86795939.93
Sofía López,45089101,35,M,3382218087,sofía.lópez@gmail.com,MotorCity,2020-04-03,117906924.26,22402315,140309239.26
Carlos López,74791687,29,F,3417046787,carlos.lópez@gmail.com,SuperAutos,2024-08-24,155531730.19,29551028,185082758.19
Ana Gómez,93951038,19,F,3839040727,ana.gómez@gmail.com,AutoCenter,2021-04-06,37786226.92,7179383,44965609.92
María Moreno,44531138,75,F,3822910483,maría.moreno@gmail.com,CarrosYA,2020-04-02,165188311.19,31385779,196574090.19
Andrés García,27336902,21,F,3540141963,andrés.garcía@gmail.com,Vehimotors,2020-11-08,43373216.61,8240911,51614127.61
Carlos Moreno,58465122,77,F,3840325265,carlos.moreno@gmail.com,AutoCenter,2024-11-16,163969941.29,31154288,195124229.29
Camila López,14382915,69,F,3466093492,camila.lópez@gmail.com,Vehimotors,2024-12-01,105690335.64,20081163,125771498.64
Juan López,72170597,62,M,3679452961,juan.lópez@gmail.com,AutoCenter,2023-03-03,42378357.31,8051887,50430244.31
Sofía Pérez,73287889,32,M,3919934861,sofía.pérez@gmail.com,AutoCenter,2022-10-20,140734955.35,26739641,167474596.35
Pedro Torres,29080034,42,M,3910396971,pedro.torres@gmail.com,MotorCity,2022-04-15,34566722.8,6567677,41134399.8
Juan Moreno,82344282,49,F,3134950952,juan.moreno@gmail.com,Vehimotors,2023-04-04,128568956.51,24428101,152997057.51
Sofía Ramírez,91573442,71,F,3416280117,sofía.ramírez@gmail.com,CarrosYA,2023-03-07,121661457.4,23115676,144777133.4
Laura Pérez,44241569,75,F,3913736117,laura.pérez@gmail.com,AutoCenter,2022-05-19,69984492.38,13297053,83281545.38
Laura Pérez,12361361,38,M,3747869308,laura.pérez@gmail.com,SuperAutos,2021-03-26,153969138.54,29254136,183223274.54
Andrés Rodríguez,81496426,44,F,3310341694,andrés.rodríguez@gmail.com,MotorCity,2022-07-19,194014600.82,36862774,230877374.82
Pedro Rodríguez,59188098,53,M,3532731717,pedro.rodríguez@gmail.com,AutoCenter,2022-02-03,112860984.44,21443587,134304571.44
Pedro Pérez,70343670,46,M,3631841772,pedro.pérez@gmail.com,CarrosYA,2021-06-22,166322958.41,31601362,197924320.41
Laura Torres,31359060,30,M,3352103117,laura.torres@gmail.com,CarrosYA,2024-03-09,69511972.91,13207274,82719246.91
María Martínez,6780353,42,F,3153367909,maría.martínez@gmail.com,MotorCity,2022-12-02,169649051.94,32233319,201882370.94
Ana Torres,2169333,60,F,3649875515,ana.torres@gmail.com,CarrosYA,2022-01-07,87467254.15,16618778,104086032.15
Laura Torres,96075821,27,M,3757968837,laura.torres@gmail.com,AutoCenter,2020-10-29,59957723.19,11391967,71349690.19
Laura Gómez,28258611,41,M,3952931675,laura.gómez@gmail.com,AutoCenter,2020-10-31,99791726.95,18960428,118752154.95
Carlos Rodríguez,60490902,22,M,3218261221,carlos.rodríguez@gmail.com,CarrosYA,2023-04-14,167118479.29,31752511,198870990.29
Sofía Ramírez,2507945,19,M,3511162163,sofía.ramírez@gmail.com,SuperAutos,2021-01-26,182091385.67,34597363,216688748.67
Ana Pérez,92918809,49,M,3869024239,ana.pérez@gmail.com,Vehimotors,2023-09-25,31713173.54,6025502,37738675.54
Luis Gómez,14899400,22,F,3393061465,luis.gómez@gmail.com,AutoCenter,2022-07-31,159778066.06,30357832,190135898.06
Laura Gómez,42037969,79,F,3223914092,laura.gómez@gmail.com,SuperAutos,2020-03-07,92829306.77,17637568,110466874.77
Andrés Martínez,37612176,64,M,3885204428,andrés.martínez@gmail.com,MotorCity,2022-06-20,137078700.13,26044953,163123653.13
Ana Moreno,12166387,57,F,3495205378,ana.moreno@gmail.com,CarrosYA,2021-12-25,122365189.1,23249385,145614574.1
Luis García,44828851,60,F,3642992081,luis.garcía@gmail.com,AutoCenter,2020-08-30,95071218.15,18063531,113134749.15
Luis García,24931398,69,M,3153342220,luis.garcía@gmail.com,SuperAutos,2023-01-10,139923040.39,26585377,166508417.39
Luis Torres,19336713,75,F,3117679941,luis.torres@gmail.com,AutoCenter,2020-04-30,78828761.15,14977464,93806225.15
Juan Hernández,16417046,27,F,3361564315,juan.hernández@gmail.com,CarrosYA,2021-09-04,129356675.86,24577768,153934443.86
María Moreno,35088370,33,M,3899050219,maría.moreno@gmail.com,Vehimotors,2024-09-27,60688262.26,11530769,72219031.26
Andrés Rodríguez,25358057,37,M,3952792269,andrés.rodríguez@gmail.com,Vehimotors,2021-11-09,80458407.29,15287097,95745504.29
María Torres,11113206,42,F,3522838672,maría.torres@gmail.com,MotorCity,2024-10-06,96284992.84,18294148,114579140.84
Luis Ramírez,3671104,52,F,3547719431,luis.ramírez@gmail.com,AutoCenter,2020-09-06,101110333.0,19210963,120321296.0
María Torres,42094254,47,F,3128006667,maría.torres@gmail.com,MotorCity,2022-12-10,138075930.39,26234426,164310356.39
Carlos Rodríguez,29942698,33,M,3460916413,carlos.rodríguez@gmail.com,Vehimotors,2022-03-03,97449881.73,18515477,115965358.73
María Torres,42396810,42,M,3263928623,maría.torres@gmail.com,Vehimotors,2020-11-24,33289860.16,6325073,39614933.16
Juan López,5347765,43,F,3117893374,juan.lópez@gmail.com,CarrosYA,2024-01-07,185441864.01,35233954,220675818.01
Laura Torres,48405831,70,M,3636541769,laura.torres@gmail.com,Vehimotors,2024-09-17,75461669.78,14337717,89799386.78
Laura Rodríguez,19677860,20,F,3432067885,laura.rodríguez@gmail.com,AutoCenter,2022-04-28,106657453.47,20264916,126922369.47
María Hernández,52294025,29,F,3638976558,maría.hernández@gmail.com,MotorCity,2023-12-25,163634303.01,31090517,194724820.01
Sofía Torres,94750323,44,F,3125591977,sofía.torres@gmail.com,MotorCity,2020-08-21,72586233.79,13791384,86377617.79
Laura Hernández,61638327,31,F,3928646278,laura.hernández@gmail.com,SuperAutos,2024-11-19,44438428.42,8443301,52881729.42
Carlos Torres,76544362,31,M,3510892154,carlos.torres@gmail.com,AutoCenter,2023-12-18,96067386.68,18252803,114320189.68
Juan Moreno,22722501,54,F,3853186274,juan.moreno@gmail.com,SuperAutos,2023-10-21,198448634.91,37705240,236153874.91
Pedro Hernández,81713844,49,M,3811368239,pedro.hernández@gmail.com,SuperAutos,2022-04-10,91675327.34,17418312,109093639.34
Pedro Torres,4480140,55,F,3976197158,pedro.torres@gmail.com,AutoCenter,2021-03-11,147251525.34,27977789,175229314.34
Camila Hernández,7472351,27,M,3960417660,camila.hernández@gmail.com,CarrosYA,2020-01-14,112657282.12,21404883,134062165.12
Ana Moreno,85225920,30,F,3315837404,ana.moreno@gmail.com,Vehimotors,2021-03-01,88771520.54,16866588,105638108.54
Andrés Hernández,20886166,59,F,3890144939,andrés.hernández@gmail.com,AutoCenter,2020-07-29,111049561.88,21099416,132148977.88
Andrés Moreno,74596451,65,F,3857995276,andrés.moreno@gmail.com,SuperAutos,2021-06-23,36125111.27,6863771,42988882.27
Sofía Hernández,12381802,55,F,3115666889,sofía.hernández@gmail.com,MotorCity,2021-12-23,73046690.64,13878871,86925561.64
Juan Torres,51907654,23,M,3410999567,juan.torres@gmail.com,AutoCenter,2023-02-04,171941188.51,32668825,204610013.51
Andrés Ramírez,14852388,67,M,3014802439,andrés.ramírez@gmail.com,CarrosYA,2020-06-30,198041542.03,37627892,235669434.03
Sofía Gómez,1994988,27,M,3950042886,sofía.gómez@gmail.com,MotorCity,2021-01-12,134709849.44,25594871,160304720.44
María Pérez,56395796,42,M,3252887437,maría.pérez@gmail.com,AutoCenter,2022-08-30,112553050.36,21385079,133938129.36
Sofía Hernández,12161640,32,M,3771717396,sofía.hernández@gmail.com,AutoCenter,2023-07-25,165749823.79,31492466,197242289.79
María Gómez,3686544,23,F,3082878860,maría.gómez@gmail.com,AutoCenter,2022-08-02,91169380.33,17322182,108491562.33
Sofía García,90006562,39,F,3381641472,sofía.garcía@gmail.com,MotorCity,2022-05-10,103347451.11,19636015,122983466.11
Luis Martínez,32984370,25,F,3552495597,luis.martínez@gmail.com,MotorCity,2024-07-24,91712841.97,17425439,109138280.97
Ana Rodríguez,58723685,63,F,3539204532,ana.rodríguez@gmail.com,CarrosYA,2020-09-28,75486999.68,14342529,89829528.68
Carlos Pérez,66823164,71,F,3576171544,carlos.pérez@gmail.com,Vehimotors,2020-05-30,46084415.88,8756039,54840454.88
Camila Martínez,61733159,77,M,3855804344,camila.martínez@gmail.com,CarrosYA,2022-07-08,70090954.62,13317281,83408235.62
Pedro Torres,40626969,60,M,3690705526,pedro.torres@gmail.com,CarrosYA,2020-03-16,85805832.64,16303108,102108940.64
Sofía Gómez,55159911,33,M,3453075748,sofía.gómez@gmail.com,MotorCity,2024-03-05,52286971.44,9934524,62221495.44
María Gómez,31609116,74,F,3669023519,maría.gómez@gmail.com,AutoCenter,2023-11-30,168421548.09,32000094,200421642.09
Camila Gómez,6558759,34,M,3191399159,camila.gómez@gmail.com,AutoCenter,2021-08-07,193053169.69,36680102,229733271.69
Laura Gómez,25940181,43,M,3992006904,laura.gómez@gmail.com,SuperAutos,2024-02-23,174199776.55,33097957,207297733.55
Sofía Torres,30528143,20,M,3579635473,sofía.torres@gmail.com,Vehimotors,2022-04-17,48784779.4,9269108,58053887.4
Juan García,74178783,75,F,3031696863,juan.garcía@gmail.com,AutoCenter,2022-08-23,177491055.74,33723300,211214355.74
Carlos Hernández,84615216,75,F,3617283812,carlos.hernández@gmail.com,CarrosYA,2023-11-12,49365935.71,9379527,58745462.71
Camila Torres,5889771,66,M,3145112885,camila.torres@gmail.com,MotorCity,2020-04-09,95636550.31,18170944,113807494.31
Pedro García,25967562,48,F,3915421185,pedro.garcía@gmail.com,SuperAutos,2023-02-17,56582943.24,10750759,67333702.24
Camila Ramírez,19964443,60,F,3295967997,camila.ramírez@gmail.com,MotorCity,2020-05-29,136303238.72,25897615,162200853.72
Juan Torres,68241135,78,F,3716800309,juan.torres@gmail.com,MotorCity,2020-02-08,52903017.37,10051573,62954590.37
Carlos Gómez,10702831,18,F,3641001430,carlos.gómez@gmail.com,MotorCity,2021-05-23,71099293.65,13508865,84608158.65
Andrés Gómez,90367204,53,F,3064146477,andrés.gómez@gmail.com,SuperAutos,2020-09-22,161205690.74,30629081,191834771.74
Pedro García,82819162,80,F,3775631677,pedro.garcía@gmail.com,Vehimotors,2020-10-25,156688964.7,29770903,186459867.7
Pedro Gómez,93177537,61,M,3121247516,pedro.gómez@gmail.com,CarrosYA,2022-01-10,93354754.65,17737403,111092157.65
Pedro Martínez,12563417,67,F,3895424583,pedro.martínez@gmail.com,CarrosYA,2024-02-09,184514462.34,35057747,219572209.34
Juan Ramírez,45916551,35,M,3569508889,juan.ramírez@gmail.com,SuperAutos,2020-08-05,163610427.58,31085981,194696408.58
Carlos Gómez,95169358,36,F,3482418954,carlos.gómez@gmail.com,SuperAutos,2024-11-22,56394966.9,10715043,67110009.9
Camila Martínez,40861792,58,M,3983203398,camila.martínez@gmail.com,AutoCenter,2020-11-21,87599283.57,16643863,104243146.57
Andrés Rodríguez,48367585,19,F,3690897713,andrés.rodríguez@gmail.com,CarrosYA,2022-11-18,143484793.46,27262110,170746903.46
María Martínez,41609375,18,F,3135206705,maría.martínez@gmail.com,Vehimotors,2021-01-06,155724079.52,29587575,185311654.52
Carlos Pérez,92500332,28,M,3999016832,carlos.pérez@gmail.com,AutoCenter,2023-10-23,186135744.82,35365791,221501535.82
Carlos Pérez,16694143,23,M,3135873407,carlos.pérez@gmail.com,AutoCenter,2021-03-08,124539385.09,23662483,148201868.09
Laura Rodríguez,77403877,47,M,3938331959,laura.rodríguez@gmail.com,Vehimotors,2023-02-14,130194137.23,24736886,154931023.23
Luis Martínez,73359194,32,M,3756558379,luis.martínez@gmail.com,CarrosYA,2023-11-26,57896272.22,11000291,68896563.22
Andrés Torres,78642431,29,M,3031193073,andrés.torres@gmail.com,MotorCity,2023-01-10,85942572.67,16329088,102271660.67
Laura Gómez,61024511,21,M,3115465336,laura.gómez@gmail.com,AutoCenter,2020-12-20,72896503.21,13850335,86746838.21
Camila Ramírez,65838486,78,M,3715928751,camila.ramírez@gmail.com,SuperAutos,2024-09-08,191672188.35,36417715,228089903.35
Ana Moreno,65310171,50,M,3740722569,ana.moreno@gmail.com,AutoCenter,2022-07-13,159964473.89,30393250,190357723.89
Carlos Moreno,34625387,49,F,3518348293,carlos.moreno@gmail.com,MotorCity,2020-04-30,69949595.14,13290423,83240018.14
Camila Torres,28532770,62,F,3756809989,camila.torres@gmail.com,Vehimotors,2021-02-07,39858425.42,7573100,47431525.42
Carlos Ramírez,11010645,30,M,3567842501,carlos.ramírez@gmail.com,Vehimotors,2022-11-25,153250453.31,29117586,182368039.31
Luis García,2185107,26,F,3934394057,luis.garcía@gmail.com,SuperAutos,2023-01-17,191526267.55,36389990,227916257.55
Laura Pérez,54766842,54,M,3280505786,laura.pérez@gmail.com,SuperAutos,2022-07-11,127148662.88,24158245,151306907.88
Ana Ramírez,54752557,75,M,3015108942,ana.ramírez@gmail.com,AutoCenter,2023-04-16,98040388.51,18627673,116668061.51
Luis Moreno,63200348,59,F,3384640361,luis.moreno@gmail.com,Vehimotors,2023-02-04,93467220.44,17758771,111225991.44
María Gómez,83602088,36,M,3197059205,maría.gómez@gmail.com,CarrosYA,2024-12-27,53309281.34,10128763,63438044.34
Camila García,22842236,46,M,3242272715,camila.garcía@gmail.com,Vehimotors,2021-10-15,106013065.85,20142482,126155547.85
Sofía Torres,68904735,32,M,3695875741,sofía.torres@gmail.com,CarrosYA,2022-12-15,53236902.95,10115011,63351913.95
Laura Moreno,41781214,67,F,3531552122,laura.moreno@gmail.com,CarrosYA,2023-09-14,92208909.11,17519692,109728601.11
Camila Ramírez,68143012,25,M,3675341336,camila.ramírez@gmail.com,MotorCity,2023-12-06,182308632.57,34638640,216947272.57
Juan Torres,45135481,38,F,3095002809,juan.torres@gmail.com,SuperAutos,2023-03-03,68042218.89,12928021,80970239.89
Juan García,30795146,54,M,3077472343,juan.garcía@gmail.com,MotorCity,2021-02-03,122883617.96,23347887,146231504.96
Luis Gómez,95043284,76,M,3162229064,luis.gómez@gmail.com,SuperAutos,2024-07-23,137976527.76,26215540,164192067.76
Andrés Torres,47659963,35,M,3446081834,andrés.torres@gmail.com,Vehimotors,2022-12-29,134909521.97,25632809,160542330.97
Sofía Gómez,83893650,49,F,3864031614,sofía.gómez@gmail.com,MotorCity,2024-09-03,70676545.07,13428543,84105088.07
Ana Ramírez,19171536,43,M,3336274648,ana.ramírez@gmail.com,SuperAutos,2022-10-21,123225281.52,23412803,146638084.52
Luis Moreno,37637819,21,F,3523856584,luis.moreno@gmail.com,Vehimotors,2024-03-12,113709118.4,21604732,135313850.4
Sofía Gómez,63270982,36,F,3915023237,sofía.gómez@gmail.com,Vehimotors,2023-05-09,170193263.24,32336720,202529983.24
Sofía Pérez,94968110,74,M,3616593641,sofía.pérez@gmail.com,MotorCity,2020-08-27,83211309.69,15810148,99021457.69
María Gómez,18176294,36,M,3180448893,maría.gómez@gmail.com,AutoCenter,2021-11-30,188261132.62,35769615,224030747.62
Laura Ramírez,17724104,78,F,3356385231,laura.ramírez@gmail.com,AutoCenter,2022-07-08,176362011.01,33508782,209870793.01
María López,93916438,59,F,3093538892,maría.lópez@gmail.com,CarrosYA,2020-09-17,52767010.08,10025731,62792741.08
Juan Gómez,26991558,49,M,3181858022,juan.gómez@gmail.com,MotorCity,2024-09-14,99828688.81,18967450,118796138.81
Juan López,1487182,68,M,3570394055,juan.lópez@gmail.com,MotorCity,2021-07-30,169117889.75,32132399,201250288.75
Sofía Hernández,92760008,63,F,3445358926,sofía.hernández@gmail.com,SuperAutos,2021-12-17,182780944.05,34728379,217509323.05
Ana Pérez,17008887,57,M,3235744347,ana.pérez@gmail.com,CarrosYA,2021-01-31,84110146.15,15980927,100091073.15
María Ramírez,63567869,52,M,3843474672,maría.ramírez@gmail.com,Vehimotors,2024-01-06,172506989.66,32776328,205283317.66
Laura Torres,11230972,62,F,3043384704,laura.torres@gmail.com,AutoCenter,2021-01-09,73055008.6,13880451,86935459.6
Carlos Moreno,13492107,43,F,3348897078,carlos.moreno@gmail.com,Vehimotors,2020-11-03,93279070.05,17723023,111002093.05
María Moreno,25363617,34,M,3345048225,maría.moreno@gmail.com,SuperAutos,2024-09-18,199303237.45,37867615,237170852.45
Ana Moreno,73057249,70,F,3398130821,ana.moreno@gmail.com,SuperAutos,2021-04-19,68697979.36,13052616,81750595.36
Andrés Pérez,10612140,52,F,3465004982,andrés.pérez@gmail.com,Vehimotors,2024-09-24,97686929.92,18560516,116247445.92
Camila García,50727462,79,M,3114653875,camila.garcía@gmail.com,CarrosYA,2023-07-06,109714858.95,20845823,130560681.95
Sofía Moreno,53371353,20,M,3131799599,sofía.moreno@gmail.com,MotorCity,2020-12-11,157581323.52,29940451,187521774.52
María Rodríguez,20313410,25,F,3772702025,maría.rodríguez@gmail.com,AutoCenter,2024-11-23,176372427.67,33510761,209883188.67
Pedro García,87921051,41,F,3311329997,pedro.garcía@gmail.com,SuperAutos,2024-11-14,48401001.87,9196190,57597191.87
Camila López,98550144,34,F,3434204234,camila.lópez@gmail.com,CarrosYA,2023-01-09,129884331.18,24678022,154562353.18
Luis Ramírez,45256143,55,F,3575932459,luis.ramírez@gmail.com,MotorCity,2021-05-03,59867690.4,11374861,71242551.4
Pedro Rodríguez,50812367,29,F,3693891444,pedro.rodríguez@gmail.com,Vehimotors,2020-10-20,133864863.89,25434324,159299187.89
Luis López,14586134,44,F,3164996148,luis.lópez@gmail.com,AutoCenter,2023-07-05,70924659.77,13475685,84400344.77
Sofía Moreno,36136178,67,F,3595847996,sofía.moreno@gmail.com,MotorCity,2024-05-21,106818479.06,20295511,127113990.06
Pedro Martínez,31894217,60,M,3833597782,pedro.martínez@gmail.com,CarrosYA,2021-03-17,179359487.11,34078302,213437789.11
María Gómez,8893526,55,M,3675199626,maría.gómez@gmail.com,Vehimotors,2022-01-24,53446553.04,10154845,63601398.04
Pedro Torres,58628014,59,F,3871534180,pedro.torres@gmail.com,SuperAutos,2023-12-16,106982067.52,20326592,127308659.52
María Rodríguez,55744909,58,F,3288115628,maría.rodríguez@gmail.com,MotorCity,2021-04-21,181841898.43,34549960,216391858.43
Camila García,44622507,37,M,3665376325,camila.garcía@gmail.com,MotorCity,2022-12-25,77437154.74,14713059,92150213.74
Ana Gómez,5358376,55,F,3651249969,ana.gómez@gmail.com,AutoCenter,2024-04-23,114396598.01,21735353,136131951.01
Sofía López,82336506,47,F,3825123650,sofía.lópez@gmail.com,AutoCenter,2021-01-15,31735027.31,6029655,37764682.31
Pedro Moreno,47212904,63,F,3851124128,pedro.moreno@gmail.com,MotorCity,2021-01-17,74150733.55,14088639,88239372.55
Juan García,19878228,51,F,3086383197,juan.garcía@gmail.com,SuperAutos,2021-06-14,48785363.92,9269219,58054582.92
Laura López,26892094,21,M,3928878742,laura.lópez@gmail.com,CarrosYA,2020-02-14,36471247.04,6929536,43400783.04
Ana Moreno,56606316,80,F,3893866623,ana.moreno@gmail.com,AutoCenter,2023-02-02,96076227.35,18254483,114330710.35
Camila García,45396391,34,F,3336291224,camila.garcía@gmail.com,MotorCity,2023-12-17,76574041.8,14549067,91123108.8
Pedro Torres,64387412,63,F,3547040299,pedro.torres@gmail.com,AutoCenter,2023-10-20,148424039.1,28200567,176624606.1
Pedro Ramírez,93717184,29,F,3516029847,pedro.ramírez@gmail.com,AutoCenter,2023-12-27,60043241.63,11408215,71451456.63
Sofía Hernández,74910600,33,M,3437391457,sofía.hernández@gmail.com,MotorCity,2024-07-11,98297637.37,18676551,116974188.37
Camila Gómez,66149153,56,M,3076724082,camila.gómez@gmail.com,SuperAutos,2021-05-14,84674073.39,16088073,100762146.39
Sofía Hernández,52962212,24,F,3474042848,sofía.hernández@gmail.com,Vehimotors,2023-07-06,31071542.26,5903593,36975135.26
Laura Torres,90087873,45,F,3631226754,laura.torres@gmail.com,MotorCity,2023-04-11,54113824.26,10281626,64395450.26
Pedro Torres,50611168,19,M,3212278210,pedro.torres@gmail.com,MotorCity,2021-10-02,198199303.8,37657867,235857170.8
Sofía Torres,47298735,63,M,3799800340,sofía.torres@gmail.com,Vehimotors,2022-09-16,178481149.41,33911418,212392567.41
Andrés López,67331810,70,M,3776613256,andrés.lópez@gmail.com,AutoCenter,2024-05-05,39525663.03,7509875,47035538.03
Sofía Pérez,9277206,66,F,3470545041,sofía.pérez@gmail.com,Vehimotors,2024-11-14,91064376.61,17302231,108366607.61
Pedro Rodríguez,23522519,79,M,3755801759,pedro.rodríguez@gmail.com,Vehimotors,2021-08-05,116776169.26,22187472,138963641.26
Laura García,91113932,27,F,3392906410,laura.garcía@gmail.com,AutoCenter,2020-01-18,166036479.18,31546931,197583410.18
Camila Rodríguez,80593768,48,M,3029341188,camila.rodríguez@gmail.com,AutoCenter,2021-04-20,176007944.43,33441509,209449453.43
Camila Pérez,37819979,28,M,3221545347,camila.pérez@gmail.com,AutoCenter,2020-12-09,101987388.94,19377603,121364991.94
Camila Moreno,29116083,22,F,3685637371,camila.moreno@gmail.com,AutoCenter,2020-04-21,92288677.6,17534848,109823525.6
Camila Ramírez,21343110,19,M,3147143784,camila.ramírez@gmail.com,AutoCenter,2021-12-20,127717178.6,24266263,151983441.6
Ana Moreno,44709147,66,F,3118992772,ana.moreno@gmail.com,AutoCenter,2023-10-20,159621049.41,30327999,189949048.41
Laura Gómez,34536774,42,M,3216180596,laura.gómez@gmail.com,MotorCity,2023-03-22,52532916.76,9981254,62514170.76
Ana Torres,58804259,74,M,3539681498,ana.torres@gmail.com,CarrosYA,2023-08-21,126265939.65,23990528,150256467.65
Pedro Ramírez,4718398,23,M,3323049805,pedro.ramírez@gmail.com,SuperAutos,2024-09-13,157403695.75,29906702,187310397.75
Juan Gómez,31003024,41,F,3057645645,juan.gómez@gmail.com,CarrosYA,2024-06-22,158231819.87,30064045,188295864.87
Pedro Moreno,54278092,45,F,3228152146,pedro.moreno@gmail.com,CarrosYA,2024-05-05,30944772.38,5879506,36824278.38
María Pérez,17761879,25,M,3696927792,maría.pérez@gmail.com,CarrosYA,2024-10-24,103494543.29,19663963,123158506.29
Andrés Martínez,49314851,77,M,3923411032,andrés.martínez@gmail.com,CarrosYA,2021-11-18,150400592.12,28576112,178976704.12
Andrés Ramírez,43515505,60,F,3899840927,andrés.ramírez@gmail.com,MotorCity,2023-06-25,89005254.06,16910998,105916252.06
Ana Torres,59845580,51,F,3676456285,ana.torres@gmail.com,Vehimotors,2023-04-10,177444507.15,33714456,211158963.15
Juan Torres,33679569,58,M,3179971918,juan.torres@gmail.com,Vehimotors,2024-04-28,126158429.57,23970101,150128530.57
María Ramírez,96090062,32,M,3754572381,maría.ramírez@gmail.com,MotorCity,2020-03-30,152968148.65,29063948,182032096.65
Laura Moreno,74502562,37,M,3799805033,laura.moreno@gmail.com,Vehimotors,2022-11-22,160541414.87,30502868,191044282.87
Pedro Gómez,13429471,68,M,3987328073,pedro.gómez@gmail.com,CarrosYA,2024-05-05,106327368.23,20202199,126529567.23
Luis Pérez,49697900,27,M,3930506914,luis.pérez@gmail.com,SuperAutos,2023-11-29,147646453.17,28052826,175699279.17
Camila López,25461024,48,M,3614392579,camila.lópez@gmail.com,AutoCenter,2022-04-11,92424097.59,17560578,109984675.59
Ana Gómez,89791768,35,M,3717525552,ana.gómez@gmail.com,AutoCenter,2021-06-01,190615288.38,36216904,226832192.38
Laura Hernández,36636903,62,F,3838853267,laura.hernández@gmail.com,CarrosYA,2023-11-25,98901675.71,18791318,117692993.71
Camila Gómez,42485376,54,F,3351633594,camila.gómez@gmail.com,SuperAutos,2023-07-24,142356306.37,27047698,169404004.37
Sofía Rodríguez,70001832,35,M,3951311244,sofía.rodríguez@gmail.com,SuperAutos,2022-09-20,45731474.98,8688980,54420454.98
Juan Gómez,71469131,56,M,3684141406,juan.gómez@gmail.com,MotorCity,2021-12-24,170333561.14,32363376,202696937.14
Juan Moreno,62209924,52,M,3664795110,juan.moreno@gmail.com,CarrosYA,2022-05-26,157836632.74,29988960,187825592.74
